Admission_Rate,In-State_Tuition,Out-of-State_Tuition,Student_Size,Average_SAT_Score,Median_Earnings_10_Years_After,Completion_Rate,Pell_Grant_Rate,College_Name,Ranking_Score
0.2772302388298041,0.4347253711694581,0.4347253711694581,0.4662540207559267,0.6910255308464457,0.5699046116823925,0.6975266621284318,0.5192057108461647,John Brown University,0.5526650175703296
0.4891510045442104,0.4560813281649967,0.4560813281649967,0.4888114638983698,0.6392941354613413,0.5371195730834644,0.64238711141366,0.5113157172634726,Ouachita Baptist University,0.5597078840072578
0.3189918458812748,0.3795801945439918,0.3795801945439918,0.3855389747473045,0.4977294342561436,0.4223190594929353,0.4060585432266848,0.6820772775866641,University of the Ozarks,0.4430465573778731
1.0,0.0487968989980253,0.0603817742997147,0.4825897281425546,0.3800587187104156,0.2504677335913081,0.3022464261402313,0.7489484524229356,University of Arkansas Community College-Morrilton,0.3578338857393467
0.3094142320498144,0.2845023038104293,0.2845023038104293,0.3398729713659992,0.4345695346910361,0.3187484975526851,0.3241434082142046,0.7612041744413205,Williams Baptist University,0.371417567476941
0.3646012431415674,0.1415929203539823,0.2210195275360199,0.5688273743272767,0.4993779216079019,0.3884452888030489,0.3754254594962559,0.7640784303833825,Southern Arkansas University Main Campus,0.3970745081222678
0.7381257685534741,0.6191764791925694,0.6191764791925694,0.594721123178215,0.5690796174935713,0.7402547037790068,0.6491944633537553,0.7327032789090474,Azusa Pacific University,0.6824591074662832
0.2771126908830256,0.6491918379287648,0.6491918379287648,0.6001414557350888,0.732192915957512,0.6106018449292705,0.70024960290447,0.5535660464628389,Biola University,0.6487451808313863
0.7414851447083024,0.7022891830615081,0.7022891830615081,0.5539510291540788,0.7421634597399134,0.765126562158382,0.7281597458588608,0.6251230816610872,California Lutheran University,0.7457605053532901
0.4922126383032696,0.8874716594748775,0.8874716594748775,0.7126203137306488,0.8108891842812227,0.7814242433425047,0.8227819378261855,0.460908311509306,Chapman University,0.8105110879286845
0.0,0.8881006362904995,0.8881006362904995,0.4692645062736649,1.0,1.0,0.9385069208078056,0.4710798799201042,Claremont McKenna College,0.8307613275913021
0.8577399570052946,0.7229722811380093,0.7229722811380093,0.4416921914646443,0.6559801153473472,0.9439135309571792,0.7813705468572723,0.5676554620146271,Dominican University of California,0.7733334562357606
0.0,0.9188473634169532,0.9188473634169532,0.4091880547392014,1.0,1.0,0.952008168822328,0.355148747790851,Harvey Mudd College,0.8295312687707814
0.5075015415960515,0.6874862868426826,0.6874862868426826,0.5955263371790309,0.5443578176393657,0.7251626871201706,0.6511232130701157,0.8191296680819071,University of La Verne,0.6765215795933273
0.1230251493262339,0.8180501718715717,0.8180501718715717,0.7024951960264636,0.8780694968979788,0.8760567402690906,0.8036078965282504,0.3609593180938072,Loyola Marymount University,0.7772010890876706
0.107425088678879,0.8859211584875302,0.8859211584875302,0.516980722523531,0.9338434768080788,0.8494351135420848,0.8337871567960061,0.4246567600459561,Occidental College,0.7894842004184313
0.1884992868095895,0.492620492942295,0.492620492942295,0.3864615105659248,0.4777127964957799,0.7863465203419477,0.3835942818243703,0.7278726142160755,Pacific Union College,0.5328471498810263
0.8587436874425017,0.7852263585167849,0.7852263585167849,0.5913668668142769,0.7641483810200498,0.8771099458563354,0.7038801906058542,0.6965628404908099,University of the Pacific,0.8140467894411164
0.1909917255840348,0.9236012579536312,0.9236012579536312,0.6073986491815546,0.8994983416143896,0.9253858987372068,0.8415021556614475,0.4592262752334088,Pepperdine University,0.8290077922607829
0.0,0.8664960140422732,0.8664960140422732,0.4985002332493158,1.0,0.8697837078783173,0.9589289766280916,0.4447078239752003,Pomona College,0.8018838579748462
0.6455144952130172,0.8144225846558912,0.8144225846558912,0.5415967340528383,0.68705697642622,0.8122223012297405,0.666893578398003,0.6515653459288026,University of Redlands,0.7621613789907854
0.4718730684618694,0.8122869889563373,0.8122869889563373,0.6773346161371907,0.8187835121420903,0.9956250535921982,0.7444973905150895,0.5866293444928109,University of San Francisco,0.8252697845698145
0.3959639410171708,0.5434067139618226,0.5434067139618226,0.4396827972939962,0.5660269768513899,0.6033307640336845,0.5196278647606081,0.6543265903556278,William Jessup University,0.5651373521905205
0.2262592115106235,0.8415709793022745,0.8415709793022745,0.6802285446651892,0.8791044441245504,1.0,0.9118447923757658,0.3205815474383386,Santa Clara University,0.8261545148426673
0.0301799053052006,0.8880567541870841,0.8880567541870841,0.4332138801001884,0.9647519762693264,0.867132313950751,0.8382119355570681,0.3226387740549775,Scripps College,0.7790863950991354
0.3159923778258626,0.7414612740437359,0.7414612740437359,0.2236931722610038,0.5189302517280794,0.8031282676987361,0.7889720898570455,0.4806817494268129,Southern California Institute of Architecture,0.6437499375642156
0.0,0.9467710085570102,0.9467710085570102,0.85249697901542,1.0,1.0,0.9412298615838436,0.495912182280224,University of Southern California,0.8881995957410406
0.6964000621328448,0.3949389307394134,0.3949389307394134,0.3292787026753317,0.8243722978152164,0.5943590631562241,0.8640798729294303,0.4809800620952912,Thomas Aquinas College,0.6152528182946374
0.6476118450899107,0.7323337965333139,0.7323337965333139,0.4587133449608243,0.8801379189924319,0.7165363047845092,0.7285001134558655,0.4546211485204253,Westmont College,0.7452485714920636
0.5381079447888332,0.7293790682366709,0.7293790682366709,0.4398092199530741,0.7080031588843667,0.647704665291239,0.6269571136827772,0.6639396360005217,Whittier College,0.683639694948617
0.9823243251537688,0.142997147663278,0.3195787318072113,0.4612353796566173,0.4624100638700383,0.4221189939158289,0.2161334240980258,0.6798710673112577,Adams State University,0.4374259805269542
0.5242764705366614,0.139866890952973,0.3922767497988737,0.7629565179718454,0.5960842703282196,0.7101048570613231,0.4150215566144768,0.5575532509505313,University of Colorado Denver/Anschutz Medical Campus,0.5265419957082155
0.6971250629990078,0.1335332406933372,0.3224018137936078,0.737045080202736,0.6392941354613413,0.5807156079780369,0.3850692080780575,0.5871625390286687,University of Colorado Colorado Springs,0.5142308402853174
0.6257542086963437,0.1917062824544723,0.5903020551451766,0.9093973998029306,0.7936920191787067,0.7774614334483401,0.7385976855003402,0.3797907017864654,University of Colorado Boulder,0.6579666170201064
0.0,0.9511884736341696,0.9511884736341696,0.533529075546666,0.902508158828141,0.7221271836890306,0.8691853868845018,0.3732864213939439,Colorado College,0.7692193779064992
0.2934246085478045,0.2931324508154758,0.616104731953485,0.6695677239255617,0.9035086234116534,1.0,0.8309507601542998,0.3616600538391076,Colorado School of Mines,0.6984159999954963
0.8100456028479186,0.1883127331236744,0.4788122577342207,0.8815236900746206,0.6655621778957084,0.6617385515331762,0.6641706376219649,0.4887000046645167,Colorado State University-Fort Collins,0.6110129115716102
0.5743487084213326,0.8255540115556206,0.8255540115556206,0.6774771585329209,0.8463203832016006,0.7942794465035035,0.7631041524846832,0.3929495774472571,University of Denver,0.7969266502239636
0.8141481592396692,0.1347473122211658,0.2885102025890441,0.5845481872423208,0.5916412754559133,0.4545565114597423,0.3652144315861129,0.7054853874718758,Fort Lewis College,0.4767053872666728
0.643594823473243,0.1359906384846047,0.3367073795070577,0.7124161775453992,0.4555271344099765,0.4460271248711032,0.3324256864079872,0.610620688036345,Colorado Mesa University,0.4405544206483228
0.9552570559685388,0.1500767936809771,0.4109120163826519,0.8075537966569355,0.3893613427142099,0.5433617672795781,0.2272520989335148,0.6513139961891911,Metropolitan State University of Denver,0.4892231773385768
0.5886281421916895,0.1657573319681123,0.3616177868792511,0.6783766231200554,0.5285502161962086,0.5454046939517729,0.4834354436124346,0.5637086639709964,University of Northern Colorado,0.4873336812021116
0.5483928779212477,0.6175674687340014,0.6175674687340014,0.5377153565548647,0.5946058025328966,0.805417310185748,0.6236668935783979,0.5359098465465401,Regis University,0.6630478682967074
0.9739724559819082,0.1352300153587362,0.2387771520514883,0.5796719821518852,0.4004075675700278,0.5935679718224955,0.3114363512593601,0.6538250358568618,Colorado State University Pueblo,0.4689181568875592
0.8312529941944181,0.1581657280772325,0.334045198566518,0.4963091886697506,0.6019729881747935,0.4623421829622978,0.4312457454050373,0.3765464586717706,Western Colorado University,0.4726088154600257
0.6392422442360114,0.5230746727126454,0.5230746727126454,0.4903252637348618,0.502665988698709,0.5167992061539168,0.4120717041071022,0.8694965749062777,University of Bridgeport,0.5584541907374303
0.5584454334989979,0.1770789146493088,0.3655964309222555,0.7095270586225702,0.453798442437801,0.6351336034948925,0.5085091899251191,0.6830565225352281,Central Connecticut State University,0.5015628295400562
0.1154937258778199,0.921597308564324,0.921597308564324,0.515504465532312,0.9271067643971946,0.8387175297709195,0.8308373042886316,0.4068489594108077,Connecticut College,0.7961700489433369
0.2526954922209227,0.2842682659255467,0.6158414393329921,0.8399140608678615,0.8376183246398341,0.8272816669399363,0.8376446562287269,0.5294334472527121,University of Connecticut,0.6709148887287493
0.5124910491518823,0.1888393183646602,0.2361734805821692,0.6025751061062601,0.4844335678212701,0.6062953892198268,0.5588835942818242,0.6015887139689006,Eastern Connecticut State University,0.4770054137918101
0.2270121770793103,0.7965333138301762,0.7965333138301762,0.6432814900612318,0.8210239948457456,0.9854767927151094,0.8483095076015428,0.2468983157050006,Fairfield University,0.7844653849206824
0.6609717177988157,0.6750237694726834,0.6750237694726834,0.6157035585714234,0.6682797703228971,0.6654471052616189,0.5501474926253686,0.5882281093961935,University of Hartford,0.6813461883280788
0.8192416273277245,0.6462956191033423,0.6462956191033423,0.6450523509144432,0.6392941354613413,0.6561920035861002,0.6228727025187201,0.5820860905295412,University of New Haven,0.6908068861430569
0.6794683382092495,0.7575513786294157,0.7575513786294157,0.678305819298173,0.6883819636179851,0.9339858247214754,0.7867029725436804,0.3914439923330162,Quinnipiac University,0.7857588838784779
0.5285505556823052,0.6489578000438821,0.6489578000438821,0.3951989951441516,0.6251325422392711,0.6532811013986835,0.552983889267075,0.6934125448597508,University of Saint Joseph,0.6327140399930962
0.0826262592672972,0.9351276237841,0.9351276237841,0.5313556003017041,0.8873312812672793,1.0,0.851486271840254,0.357444094365978,Trinity College,0.8224235612479103
0.0,0.940861551963724,0.940861551963724,0.5795774593619905,0.9261390773185668,0.8261364007476124,0.9394145677331516,0.3820014936064499,Wesleyan University,0.8037128385921899
0.6744640629406493,0.1805748555547429,0.3691801360345206,0.6082899516043805,0.5598897630140982,0.6426261950230026,0.4842296346721124,0.6494271239131526,Western Connecticut State University,0.5227058974391927
0.0,0.9105536458714256,0.9105536458714256,0.6921940116871235,1.0,1.0,0.9990923530746538,0.4513818704119302,Yale University,0.864863823758202
0.2573396546504968,0.1222555401155562,0.267388283478388,0.6396721851944285,0.2158221251595478,0.5012402233551891,0.4188790560471975,0.7993393665118868,Delaware State University,0.3661584639887041
0.5121785227651032,0.2254077378775689,0.5548160608498501,0.8391317581650815,0.7808313026014275,0.8152338181363148,0.8130247333787155,0.4012556855018235,University of Delaware,0.6562724635140286
0.1173802560782609,0.7882542236524538,0.7882542236524538,0.7126944724546906,0.8863080249552695,0.8652616671969495,0.7913546630360788,0.3469587715173321,American University,0.7662810832589497
0.3081801216463066,0.2590799385650552,0.2590799385650552,0.4098136322976873,0.1168036220458361,0.4006996162577461,0.4577944179714089,0.9102742878168172,Gallaudet University,0.3443171608126142
0.1936990382531055,0.9098222774811672,0.9098222774811672,0.7613334341802271,0.920304861060913,1.0,0.8500113455865665,0.38555765958401,George Washington University,0.8567899202377234
0.0,0.907657427046003,0.907657427046003,0.7065199439420848,1.0,1.0,0.976968459269344,0.3293207248126836,Georgetown University,0.857112104675578
0.2406409323449451,0.4541797703503255,0.4541797703503255,0.7392302085421856,0.6165209508494627,0.6947111250139959,0.6415929203539822,0.7396233263764853,Howard University,0.597627918720725
0.836398732082152,0.182110729174285,0.182110729174285,0.2288013482857028,0.425697774795708,0.3961753635432883,0.5496936691626956,0.6356215032986058,The Baptist College of Florida,0.4122782965380701
0.7007555818588919,0.2163972793095882,0.2163972793095882,0.5604794711389292,0.1335536039762246,0.3193777765366965,0.2772861356932152,1.0000000000000002,Bethune-Cookman University,0.3593575787645644
0.615132309726981,0.6077671323045418,0.6077671323045418,0.5689293193088873,0.5598897630140982,0.4965854830361627,0.475153165418652,0.5447087804943387,Lynn University,0.5867821073715838
0.601556583578732,0.2722738243253126,0.2722738243253126,0.1580275068535169,0.2610136759599299,0.3570855810076909,0.3297027456319491,0.995432078659622,Johnson University Florida,0.3640022862305188
0.1207717457725812,0.0931470781832809,0.3286330724786074,1.0,0.7701476574736716,0.6316747121670976,0.7483548899478102,0.665306508208649,University of Central Florida,0.5520351857951424
0.3845567513180549,0.7152782856724933,0.7152782856724933,0.5206772222934117,0.7169999685766015,0.5392936955702985,0.6640571817562967,0.4737914736214551,Eckerd College,0.6464609077489771
0.3769480278660049,0.5933445476486506,0.5933445476486506,0.7028333226081078,0.7157208296282533,0.937866848117058,0.6073292489221691,0.4235361604865829,Embry-Riddle Aeronautical University-Daytona Beach,0.6986087678076149
0.06044720640089,0.0846193227528706,0.2592700943465224,0.7083088980924954,0.4810793076671871,0.4217354236436583,0.5484456546403448,0.9044382805713258,Florida Agricultural and Mechanical University,0.4003559101893347
0.6359438602650893,0.0713669275213925,0.2534045198566518,0.8692767122875298,0.5380682671298018,0.6101566701800611,0.5599046970728385,0.6855011741519282,Florida Atlantic University,0.5100464106220585
0.629544420065246,0.3475462590506838,0.3475462590506838,0.5584644962002885,0.6222716616719026,0.5039522574567448,0.5528704334014067,0.6078798511584312,Flagler College,0.5339905890655503
0.4794148024196393,0.2641702625612521,0.2641702625612521,0.3383332927337599,0.5412185844691066,0.4065421948849157,0.5795325618334467,0.5650713849875565,Florida College,0.4367848695872425
0.3747870775188544,0.6387771520514883,0.6387771520514883,0.5845938325375482,0.6844005687996741,0.4013126521068235,0.6511232130701157,0.4748436226755302,Florida Institute of Technology,0.5935683832431744
0.3679375029146081,0.0960286696408981,0.2773787756893147,0.9448949260194404,0.6019729881747935,0.6578309696103957,0.6680281370546856,0.8771639585705109,Florida International University,0.5408486575815479
0.276877661881918,0.5924083961091202,0.5924083961091202,0.5644257140275017,0.6750350398631326,0.5897597134720596,0.665078284547311,0.5672478915591751,Florida Southern College,0.6096820301234064
0.0152751960679089,0.0827323923060045,0.2747897315878008,0.9188032922124924,0.802911985974788,0.6766550214127824,0.8477422282732014,0.586762668756487,Florida State University,0.5474590581906797
0.0073080703260816,0.093337233964748,0.4192057339281796,0.9230106736920412,0.8974847474751186,0.7993694455688072,0.9206943498978896,0.5017561191513005,University of Florida,0.6101479741437189
0.2896969171053646,0.6387771520514883,0.6387771520514883,0.5556953733794185,0.61796226260617,0.7566086490362904,0.4695938280009075,0.2931209628365032,Jacksonville University,0.6127019879343328
0.0,0.836597674248519,0.836597674248519,0.7788610513890704,0.9094821354804026,0.842417845047267,0.8453596550941681,0.4084858124437793,University of Miami,0.7842056596506024
0.4617072955978862,0.0934542529071893,0.3041468587727639,0.7968823012365756,0.5253549661483703,0.6045343838143515,0.6594054912638982,0.6163410120041092,University of North Florida,0.4976999658613001
0.5437209539486896,0.5309734513274337,0.5309734513274337,0.6973656478408998,0.6165209508494627,0.64389466893619,0.5894032221465849,0.7212452069693168,Nova Southeastern University,0.6304864020974439
0.8876953256606667,0.5251225042053682,0.5251225042053682,0.5473457258366261,0.5598897630140982,0.5000823633951947,0.5600181529385068,0.5469306728908196,Palm Beach Atlantic University,0.5963836306315901
0.2039690316386148,0.8207416075477219,0.8207416075477219,0.5571420469358734,0.7507861278636483,0.6314973844431617,0.7374631268436577,0.5285854080168322,Rollins College,0.6989658756683349
0.6149617096251019,0.3956702991296716,0.3956702991296716,0.6938542577043885,0.5221483317702678,0.4865867377079635,0.4361243476287723,0.7764257638509108,Saint Leo University,0.5337634233229196
0.145717261402719,0.0937614276310977,0.2534045198566518,0.9354915371970643,0.7131564517301285,0.6239407946676483,0.7382573179033355,0.6300004810130332,University of South Florida,0.5249588224924037
0.8702271069066765,0.7653038835661523,0.7653038835661523,0.5543467883658622,0.673688388370465,0.5366573630247453,0.6143635125936009,0.6812197864788071,Stetson University,0.7096150454594421
0.1998747743566958,0.2091713596138374,0.2091713596138374,0.2610803510619648,0.3163420582473009,0.296101428311891,0.1594054912638983,0.9309470215668104,Trinity Baptist College,0.2938235179425861
0.3151199623673693,0.2384260952241644,0.2384260952241644,0.1760904854876582,0.2735712188732577,0.2002523115197019,0.1487406398910823,0.934435551012055,Trinity College of Florida,0.2770094209710549
0.2593903670696346,0.4102099027280041,0.4102099027280041,0.3800668913191967,0.277723106771873,0.4503007675100861,0.3519400953029271,0.8873285931012,Warner University,0.4121739106990289
0.1842445129548404,0.0930300592408396,0.2814451839391501,0.7323455978931692,0.6194011475574825,0.4986138770635619,0.4904697072838664,0.6543265903556278,The University of West Florida,0.4437758464972609
0.4104765872628197,0.0462956191033423,0.1473122211658012,0.5866778292114356,0.3143459092027569,0.2518983132027532,0.2946448831404583,0.6931698797234481,Abraham Baldwin Agricultural College,0.3010776143659944
0.4043068363466854,0.6697286623272143,0.6697286623272143,0.411827954302648,0.7641483810200498,0.6035687961273526,0.7532334921715451,0.7221940810671824,Agnes Scott College,0.6675085664630919
0.0112404771275718,0.3261903020551452,0.3261903020551452,0.4289137482342701,0.3223067535780046,0.3234765879179635,0.2018379850238257,0.6418484368064992,Point University,0.3233054017946289
0.2727790895794485,0.3617348058216924,0.3617348058216924,0.5978734091112106,0.2900783378067899,0.3940512827593316,0.394599500794191,1.0000000000000002,Clark Atlanta University,0.421871565808217
0.4013775850405628,0.5759672346961164,0.5759672346961164,0.5372704038574665,0.6803997954853003,0.56835734741512,0.6741547538007714,0.5470693720591117,Berry College,0.6111753418617546
0.9641669647114548,0.0509471220653843,0.1519637241278432,0.5700964621228704,0.3360873338806414,0.3340678275898989,0.1578171091445427,0.7126733412928128,College of Coastal Georgia,0.3642585497824968
0.2734797626798552,0.0741315000365684,0.230966137643531,0.6381773655081227,0.3022850458062294,0.4992633598674825,0.2913546630360789,0.8633993490720393,Clayton  State University,0.3617037414824168
0.753113435998099,0.084121992247495,0.2458129159657719,0.6689387419652506,0.3800587187104156,0.4249828069556098,0.3829135466303607,0.7727789289472327,Columbus State University,0.421549514086014
0.6855691545305891,0.5684195129086521,0.5684195129086521,0.3929327184326618,0.8097546887117915,0.5181511076239431,0.7274790106648512,0.4746933961337066,Covenant College,0.6404397713092381
0.0,0.8476267095736123,0.8476267095736123,0.7000650125626773,0.9881591499288334,0.8955189862380206,0.9158157476741546,0.4515364182590667,Emory University,0.815188537042091
0.1382786712740757,0.0853068090397133,0.2424047392671688,0.5444094986925134,0.0548257348971219,0.2844884457456422,0.4077603812117085,1.0000000000000002,Fort Valley State University,0.2682095269810421
0.0,0.1720763548599429,0.4808893439625539,0.8289837081415643,0.9765564743631784,1.0,0.9411164057181752,0.3620101356518759,Georgia Institute of Technology-Main Campus,0.6729260184094474
0.5023804941399587,0.072844291669714,0.2296789292766766,0.528065748052418,0.4777127964957799,0.4927189664606253,0.294077603812117,0.7177996075428639,Georgia Southwestern State University,0.399965468830484
0.6124054535279304,0.1312659986835369,0.4118189131865721,0.6570587093403577,0.5871754078091271,0.6293808484405816,0.6005218969820738,0.4117485013624142,Georgia College & State University,0.5183323733584633
0.7737714362351679,0.094858480216485,0.2565494039347619,0.8558608289395253,0.4468515683636269,0.5601640577533522,0.4977308826866347,0.6988598989219527,Georgia Southern University,0.4937090713923995
0.407947316458143,0.1240108242521758,0.3468002632926205,0.898995283561062,0.5614280755339678,0.4711339246731105,0.524960290447016,0.8614688484787236,Georgia State University,0.4922583226916712
0.1335781451730482,0.1635339720617274,0.4420390550720398,0.9092486507240468,0.8321275543576121,0.7652957828312354,0.8926707510778306,0.446731475987568,University of Georgia,0.61228169585419
0.860551860010022,0.050830103122943,0.1518467051854019,0.5623595965874819,0.2440286214346088,0.3073321879038992,0.1275243930111186,0.794853981053057,Gordon State College,0.3304091370243455
0.9522961906444228,0.2107218606011848,0.2107218606011848,0.4098136322976873,0.3083335432088461,0.4713404423630822,0.294985250737463,0.7304669223530038,Life University,0.4213842087803486
0.5258575303248664,0.5808235208074307,0.5808235208074307,0.6390512526905112,0.7784698252030466,0.6323019461245352,0.7289539369185386,0.6500564248880968,Mercer University,0.678290503745542
0.3181156686529286,0.4310392744825568,0.4310392744825568,0.5569758724333005,0.502665988698709,0.5550913813427747,0.4973905150896299,0.7717515038040892,Morehouse College,0.5166990371608542
0.4690220777182532,0.6434579097491406,0.6434579097491406,0.4736141715325581,0.6763795009567275,0.5888800422518052,0.5481052870433399,0.699463679274816,Oglethorpe University,0.6301366191596047
0.3745173639429037,0.4269728662327214,0.4269728662327214,0.4505159715389655,0.5317341428080908,0.4985055902400828,0.4408894939868389,0.7585544319258605,Piedmont University,0.498659811022615
0.6430717578509657,0.5793169019234988,0.5793169019234988,0.7915127131278901,0.6378885881504175,0.4481580698131089,0.7115951894712954,0.4527717305217166,Savannah College of Art and Design,0.628260954740856
0.9459668044951745,0.3336502596357785,0.3336502596357785,0.4394296141981108,0.4503314446051263,0.4259798981475633,0.2830723848422963,0.7317621257715016,Shorter University,0.4787923330834047
0.1655545212096145,0.1620712352812111,0.1620712352812111,0.3777394897476771,0.3611822777488669,0.5075317298635458,0.544588155207624,0.7696943306244549,Thomas University,0.3696371052545602
0.4253765043851736,0.3269216704454034,0.3269216704454034,0.397599862568248,0.5412185844691066,0.2837975363482146,0.4518947129566597,0.5092963897220629,Toccoa Falls College,0.4160316527741965
0.6274756583366587,0.357492869158195,0.357492869158195,0.3964044970925346,0.4810793076671871,0.4602086507472669,0.3589743589743589,0.3239440915945694,Truett McConnell University,0.4499881084504329
0.7848754172161069,0.0878665984056169,0.2495721494916989,0.70523656634777,0.3930574948490175,0.5020730807596752,0.3555706830043112,0.8655414914111105,Valdosta State University,0.4494019909794062
0.615302932708655,0.0869011921304761,0.2486067432165581,0.7176128121840726,0.3912111868992269,0.5055514901016211,0.3799636941229861,0.7783592118058547,University of West Georgia,0.4317993526397848
0.6875486310517751,0.1146493088568712,0.3042199956117896,0.5464533043826978,0.3800587187104156,0.4786055512191245,0.3775811209439528,0.7270460566689858,University of Hawaii at Hilo,0.4225953237897531
0.4960524557582507,0.1782491040737219,0.5005192715570833,0.7973837559743686,0.5396448150095239,0.6223047919169797,0.5825958702064896,0.5474853506227777,University of Hawaii at Manoa,0.5330691450808033
